,Day,Time,Meeting_Name,Location,Address,Region,Types
166,Monday,5:30 pm,AS BILL SEES IT," 4038 W MARTIN LUTHER KING JR BLVD CRENSHAW/LEIMERT PARK, CA 90008",4038 W Martin Luther King Jr Blvd,CRENSHAW/LEIMERT PARK,Open
167,Monday,5:30 pm,," 408 S BROADWAY REDONDO BEACH, CA 90277",408 S Broadway,REDONDO BEACH,"Child-Friendly, Closed, Wheelchair Access, Women"
168,Monday,5:30 pm,WE AGNOSTICS," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,Open
169,Monday,5:30 pm,MONDAY MONDAY," 8000 SUNSET BLVD (COM RM PRK LEV 1) HOLLYWOOD WEST, CA 90046",8000 Sunset Blvd,HOLLYWOOD WEST,"Big Book, Closed, Discussion"
170,Monday,5:45 pm,," 11321 W WASHINGTOM BLVD CULVER WEST, CA 90066",11321 Washington Blvd,CULVER WEST,"Closed, Discussion, Women"
171,Monday,6:00 pm,UNIT A EARLY BIRD DISCUSION," 10641 BURBANK BLVD NORTH HOLLYWOOD, CA 91601",10641 Burbank Blvd,NORTH HOLLYWOOD,Open
172,Monday,6:00 pm,ONE DAY AT A TIME," 10700 SANTA MONICA BLVD # 310 WEST L A, CA 90025",10700 Santa Monica Blvd #310,WEST L A,"Discussion, Open, Speaker"
173,Monday,6:00 pm,HOW IT WORKS," 11455 CHANDLER BLVD NORTH HOLLYWOOD, CA 91601",11455 Chandler Blvd,NORTH HOLLYWOOD,"Open, Wheelchair Access"
174,Monday,6:00 pm,GET HONEST HOUR," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,Open
175,Monday,6:00 pm,LIFE AFTER TEN MONDAY," 1343 OCEAN PARK BLVD SANTA MONICA, CA 90405",1343 Ocean Park Blvd,SANTA MONICA,"Closed, Discussion, Wheelchair Access"
176,Monday,6:00 pm,LEADER PARTICIPATION," 13627 VICTORY BLVD (REAR ENT) VAN NUYS, CA 91401",13627 Victory Blvd,VAN NUYS,Open
177,Monday,6:00 pm,NEWCOMERS PARTICIPATION," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"LGBTQ, Open"
178,Monday,6:00 pm,," 21044 SHERMAN WAY CANOGA PARK, CA 91303",21044 Sherman Way,CANOGA PARK,"Closed, Men"
179,Monday,6:00 pm,SANE & SOBER," 24919 AVALON BLVD LOMITA/WILMINGTON, CA 90744",24919 S Avalon Blvd,LOMITA/WILMINGTON,"Discussion, Open, Speaker, Wheelchair Access"
180,Monday,6:00 pm,SOBER HAPPY HOUR," 2667 N MOORPARK RD #105 THOUSAND OAKS, CA 91360",2667 N Moorpark Rd #105,THOUSAND OAKS,Closed
181,Monday,6:00 pm,," 29295 AGOURA ROAD AGOURA, CA 91301",29295 Agoura Rd,AGOURA,"Closed, Discussion, Men, Speaker"
182,Monday,6:00 pm,," 3217 WINONA AVE BURBANK, CA 91504",3217 Winona Ave,BURBANK,"Closed, Discussion, Men, Wheelchair Access"
183,Monday,6:00 pm,A A ON THE ROCK," 346 CATALINA AVE CATALINA ISLAND/AVALON, CA 90704",346 Catalina Ave,CATALINA ISLAND/AVALON,Open
184,Monday,6:00 pm,," 375 PALOS VERDES BLVD REDONDO BEACH, CA 90277",375 Palos Verdes Blvd,REDONDO BEACH,"Closed, Women"
185,Monday,6:00 pm,AVALON NEW BEGINNINGS," 4920 S AVALON AVE CENTRAL ALAMEDA, CA 90011",4920 S Avalon Blvd,CENTRAL ALAMEDA,"Big Book, Newcomer, Open"
186,Monday,6:00 pm,," 501 S BUENA VISTA ST BURBANK, CA 91521",501 S Buena Vista St,BURBANK,"Closed, Women"
187,Monday,6:00 pm,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
188,Monday,6:00 pm,," 525 N MARKET ST INGLEWOOD, CA 90302",525 N Market St,INGLEWOOD,"Closed, Discussion, Wheelchair Access, Women"
189,Monday,6:00 pm,," 6333 W 3RD ST FAIRFAX/LA BREA, CA 90036",6333 W 3rd St,FAIRFAX/LA BREA,"Closed, Speaker, Women"
190,Monday,6:00 pm,HAPPY HOUR," 6720 MELROSE AVE HOLLYWOOD, CA 90038",6720 Melrose Ave,HOLLYWOOD,Open
191,Monday,6:00 pm,TROJAN RECOVERY," 835 W 34TH ST UNIVERSITY PARK, CA 90089",835 W 34th St,UNIVERSITY PARK,"Big Book, Discussion, Open"
192,Monday,6:00 pm,," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,"Open, Wheelchair Access, Women"
193,Monday,6:00 pm,," 9604 S FIGUEROA ST LOS ANGELES SOUTH, CA 90003",9604 S Figueroa St,LOS ANGELES SOUTH,"Closed, Men"
194,Monday,6:15 pm,IT'S COME TO THIS," 1125 N MCCADDEN PL HOLLYWOOD, CA 90038",1125 N McCadden Pl,HOLLYWOOD,"Discussion, LGBTQ, Open, Speaker"
195,Monday,6:15 pm,ARTISTS IN SOBRIETY," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"LGBTQ, Open"
196,Monday,6:15 pm,3RD OF JULY," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,"Discussion, Open, Speaker"
197,Monday,6:30 pm,ALHAMBRA PARTICIPATION," 101 S ATLANTIC BLVD ALHAMBRA, CA 91801",101 S Atlantic Blvd,ALHAMBRA,"Discussion, Open"
198,Monday,6:30 pm,DISCUSSION," 12336 PENN ST WHITTIER, CA 90602",12336 Penn St,WHITTIER,"Closed, Wheelchair Access"
199,Monday,6:30 pm,," 1243 ARTESIA BLVD MANHATTAN BEACH, CA 90266",1243 Artesia Blvd,MANHATTAN BEACH,"Closed, Women"
200,Monday,6:30 pm,GODSHOTS 12&12 CANDLELIGHT," 1401 OLYMPIC BLVD SANTA MONICA, CA 90404",1401 Olympic Blvd,SANTA MONICA,"Big Book, Closed, Discussion, Speaker"
201,Monday,6:30 pm,," 1750 VIRGINIA ROAD SAN MARINO, CA 91108",1750 Virginia Rd,SAN MARINO,"Big Book, Closed, Women"
202,Monday,6:30 pm,EARLY SHIFT DISCUSION," 233 W HARRISON AVE CLAREMONT, CA 91711",233 W Harrison Ave,CLAREMONT,Open
203,Monday,6:30 pm,BIG BOOK STUDY," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Open, Wheelchair Access"
204,Monday,6:30 pm,," 2700 MONTROSE AVE LA CRESCENTA, CA 91020",2700 Montrose Ave,LA CRESCENTA,"Closed, Discussion, Men"
205,Monday,6:30 pm,LANDMARK BOOK STUDY," 2950 OVERLAND AVE WEST L A, CA 90064",2950 Overland Ave,WEST L A,"Big Book, Closed, Discussion, Wheelchair Access"
206,Monday,6:30 pm,," 309 S OXFORD AVE KOREATOWN, CA 90020",309 S Oxford Ave,KOREATOWN,"Closed, Women"
207,Monday,6:30 pm,11TH STEP MEDITATION," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,Open
208,Monday,6:30 pm,MONDAY NIGHT BOOK STUDY," 34709 AGUA DULCE CANYON RD AGUA DULCE, CA 91390",34709 Agua Dulce Canyon Rd,AGUA DULCE,"Big Book, Open, Wheelchair Access"
209,Monday,6:30 pm,TWIN PALMS GROUP," 3574 LEXINGTON AVE EL MONTE, CA 91731",3574 Lexington Ave,EL MONTE,Open
210,Monday,6:30 pm,STEP STUDY," 3625 WINTER CANYON RD MALIBU, CA 90265",3625 Winter Canyon Rd,MALIBU,"Big Book, Closed, Discussion, Wheelchair Access"
211,Monday,6:30 pm,PARTICIPATION," 4011 DUNSMORE AVE LA CRESCENTA, CA 91214",4011 Dunsmore Ave,LA CRESCENTA,"Open, Wheelchair Access"
212,Monday,6:30 pm,9416 DISCUSSION," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,"Closed, Wheelchair Access"
213,Monday,6:30 pm,BIG BOOK STUDY," 424 E COMPTON BLVD COMPTON, CA 90221",424 E Compton Blvd,COMPTON,Open
214,Monday,6:30 pm,BLUE MONDAY BIG BOOK STUDY," 4427 OVERLAND AVE CULVER CITY, CA 90230",4427 Overland Ave,CULVER CITY,"Big Book, Open"
215,Monday,6:30 pm,ONE STEP AT A TIME BOOK STUDY," 5081 ELLENWOOD DRIVE EAGLE ROCK, CA 90041",5081 Ellenwood Dr,EAGLE ROCK,"Big Book, Open"
216,Monday,6:30 pm,," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,"Open, Wheelchair Access, Women"
217,Monday,6:30 pm,," 5934 TEMPLE CITY BLVD TEMPLE CITY, CA 91780",5934 Temple City Blvd,TEMPLE CITY,"Open, Wheelchair Access, Women"
218,Monday,6:30 pm,," GATE 7 ARCADIA, CA 91007",Baldwin / Gate 7,ARCADIA,"Closed, Women"
219,Monday,7:00 pm,PRAYER & MEDITATION GROUP," 10337 OLD RIVER SCHOOL RD DOWNEY, CA 90241",10337 Old River School Rd,DOWNEY,Closed
220,Monday,7:00 pm,," 11031 CAMARILLO ST NORTH HOLLYWOOD, CA 91602",11031 Camarillo St,NORTH HOLLYWOOD,"Closed, Women"
221,Monday,7:00 pm,NEW HEART NEW MIND," 1105 S BLUFF RD MONTEBELLO, CA 90640",1105 S Bluff Rd,MONTEBELLO,Open
222,Monday,7:00 pm,," 11321 W WASHINGTOM BLVD CULVER WEST, CA 90066",11321 Washington Blvd,CULVER WEST,"Big Book, Discussion, Men, Open"
223,Monday,7:00 pm,," 1211 N BRAND BLVD GLENDALE, CA 91202",1211 N Brand Blvd,GLENDALE,"Closed, Men, Wheelchair Access"
224,Monday,7:00 pm,TOUCHSTONE GROUP," 1343 OCEAN PARK BLVD SANTA MONICA, CA 90405",1343 Ocean Park Blvd,SANTA MONICA,"Discussion, Open, Speaker, Wheelchair Access"
225,Monday,7:00 pm,," 1440 HARVARD ST SANTA MONICA, CA 90404",1440 Harvard St,SANTA MONICA,"Big Book, Discussion, Open, Speaker, Wheelchair Access, Women"
226,Monday,7:00 pm,NEWCOMERS," 15911 E MAIN ST LA PUENTE, CA 91744",15911 Main St,LA PUENTE,"Open, Wheelchair Access"
227,Monday,7:00 pm,SOBRIETY TOGETHER DISCUSSION," 15950 CHATSWORTH ST GRANADA HILLS, CA 91344",15950 Chatsworth St,GRANADA HILLS,Open
228,Monday,7:00 pm,SPEAKERS," 16111 PLUMMER ST NORTH HILLS, CA 91343",16111 Plummer St,NORTH HILLS,"Open, Wheelchair Access"
229,Monday,7:00 pm,," 18400 SUPERIOR ST NORTHRIDGE, CA 91324",18400 Superior St,NORTHRIDGE,"Closed, Women"
230,Monday,7:00 pm,WE CARE PARTICIPATION," 185 W ALTADENA DR ALTADENA, CA 91001",185 W Altadena Dr,ALTADENA,"Open, Wheelchair Access"
231,Monday,7:00 pm,," 2217 BELMONT LANE REDONDO BEACH, CA 90278",2217 Belmont Ln,REDONDO BEACH,"Closed, Discussion, Women"
232,Monday,7:00 pm,RAFTERS PARTICIPATION," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Open
233,Monday,7:00 pm,," 2563 FOOTHILL BL LA CRESCENTA, CA 91214",2563 Foothill Blvd,LA CRESCENTA,"Closed, Women"
234,Monday,7:00 pm,," 4032 WHITSETT STUDIO CITY, CA 91604",4032 Whitsett Ave,STUDIO CITY,"Open, Women"
235,Monday,7:00 pm,12&12," 4428 N STEWART ST BALDWIN PARK, CA 91706",Stewart St,BALDWIN PARK,"Open, Wheelchair Access"
236,Monday,7:00 pm,," 453 S INDIANA ST EAST L A, CA 90063",453 S Indiana St,EAST L A,"Closed, Wheelchair Access, Women"
237,Monday,7:00 pm,RULE 62," 4679 W EL SEGUNDO BLVD HAWTHORNE, CA 90250",4679 W El Segundo Blvd,HAWTHORNE,"Open, Speaker, Wheelchair Access"
238,Monday,7:00 pm,," 5000 COLFAX AVE NORTH HOLLYWOOD, CA 91601",5000 Colfax Ave,NORTH HOLLYWOOD,"Closed, Discussion, Speaker, Women"
239,Monday,7:00 pm,B Y O B BRING YOUR OWN BOOK," 504 N CAMDEN DR BEVERLY HILLS, CA 90210",504 N Camden Dr,BEVERLY HILLS,"Big Book, Discussion, Open, Speaker, Wheelchair Access"
240,Monday,7:00 pm,CIRCLE GROUP," 6410 PALOS VERDES DR SOUTH RANCHO PALOS VERDES/ROLLING HILLS, CA 90275",6410 Palos Verdes Dr S,RANCHO PALOS VERDES/ROLLING HILLS,Closed
241,Monday,7:00 pm,," 6700 W 83RD ST WESTCHESTER, CA 90045",6700 W 83rd St,WESTCHESTER,"Closed, Discussion, Speaker, Wheelchair Access, Women"
242,Monday,7:00 pm,," 6700 W 83RD ST WESTCHESTER, CA 90045",6700 W 83rd St,WESTCHESTER,"Child-Friendly, Closed, Wheelchair Access, Women"
243,Monday,7:00 pm,SURRENDER TO WIN," 7005 S WESTERN AVE LOS ANGELES SOUTH, CA 90047",7005 S Western Ave,LOS ANGELES SOUTH,Open
244,Monday,7:00 pm,STAGS OF SOBRIETY MEN'S," 7552 REMMET AVE CANOGA PARK, CA 91303",7552 Remmet Ave,CANOGA PARK,Closed
245,Monday,7:00 pm,ADVENTURES IN SOBRIETY," 7929 MELROSE AVE HOLLYWOOD WEST, CA 90046",7929 Melrose Ave,HOLLYWOOD WEST,"Open, Speaker, Wheelchair Access"
246,Monday,7:00 pm,TO THY OWNSELF BE TRUE," 801 W 70TH ST LOS ANGELES SOUTH, CA 90044",801 W 70th St,LOS ANGELES SOUTH,"Discussion, Newcomer, Open, Speaker"
247,Monday,7:00 pm,," 9449 E IMPERIAL HWY DOWNEY, CA 90242",9449e Imperial Hwy,DOWNEY,"Open, Wheelchair Access, Women"
248,Monday,7:15 pm,," 14433 EMELITA ST VAN NUYS, CA 91401",14433 Emelita St,VAN NUYS,"Closed, Men"
249,Monday,7:15 pm,ENTERPRISE GROUP," 2551 MOTOR AVE WEST L A, CA 90064",2551 Motor Ave,WEST L A,"Discussion, Open, Wheelchair Access"
250,Monday,7:30 pm,YOUNG PEOPLE'S SPEAKER," 1062 N FAIR OAKS AVE PASADENA, CA 91103",1062 N Fair Oaks Ave,PASADENA,"Open, Speaker, Wheelchair Access, Young People"
251,Monday,7:30 pm,DOWNEY ROCKY TIMERS," 10801 DOWNEY AVE DOWNEY, CA 90241",10801 Downey Ave,DOWNEY,Open
252,Monday,7:30 pm,DEAD OR ALIVE BOOK STUDY," 11269 WASHINGTON BLVD CULVER CITY, CA 90230",11269 Washington Blvd,CULVER CITY,"Big Book, Discussion, Open"
253,Monday,7:30 pm,," 12000 SAN VICENTE BLVD BRENTWOOD/BEL AIR, CA 90049",12000 San Vicente Blvd,BRENTWOOD/BEL AIR,"Men, Open"
254,Monday,7:30 pm,ANYTHING GOES," 1220 2ND ST SANTA MONICA, CA 90401",1220 2nd St,SANTA MONICA,"Discussion, Open, Speaker, Wheelchair Access"
255,Monday,7:30 pm,," 12355 MOORPARK ST STUDIO CITY, CA 91604",12355 Moorpark St,STUDIO CITY,"Closed, Women"
256,Monday,7:30 pm,PACOIMA BOOK STUDY," 12502 VAN NUYS BLVD #109 PACOIMA/ARLETA, CA 91331",12502 Van Nuys Blvd #109,PACOIMA/ARLETA,Open
257,Monday,7:30 pm,STEP WORKSHOP," 12720 WASHINGTON BLVD CULVER WEST, CA 90066",12720 Washington Blvd,CULVER WEST,"Open, Wheelchair Access"
258,Monday,7:30 pm,SAN PEDRO MON NITE 12&12," 1350 W 25TH ST SAN PEDRO, CA 90732",1350 W 25th St,SAN PEDRO,"Open, Wheelchair Access"
259,Monday,7:30 pm,LAST CALL STEP STUDY," 13770 SAYRE ST SYLMAR, CA 91342",13770 Sayre St,SYLMAR,Open
260,Monday,7:30 pm,RESTLESS IRRITABLE VERKLEMPT," 1417 S DOHENY DR PICO/ROBERTSON, CA 90035",1417 S Doheny Dr,PICO/ROBERTSON,"Big Book, Discussion, Open"
261,Monday,7:30 pm,," 14401 DICKENS ST SHERMAN OAKS, CA 91423",14401 Dickens St,SHERMAN OAKS,"Open, Speaker, Women"
262,Monday,7:30 pm,MOUNTAIN TOP PARTICIPATION," 15500 STEPHEN S WISE DR BRENTWOOD/BEL AIR, CA 90077",15500 Stephen S Wise Dr,BRENTWOOD/BEL AIR,Open
263,Monday,7:30 pm,BIG BOOK STUDY," 15518 GALE AVE HACIENDA HEIGHTS, CA 91715",15518 Gale Ave,HACIENDA HEIGHTS,"Big Book, Open, Wheelchair Access"
264,Monday,7:30 pm,AS BILL SEES IT," 1700 PALOPINTO AVE GLENDORA, CA 91741",1700 Palopinto Ave,GLENDORA,Closed
265,Monday,7:30 pm,QUALITY OF LIFE BK STDY," 17620 SHERMAN WAY VAN NUYS, CA 91406",17620 Sherman Way,VAN NUYS,"Big Book, Closed, Wheelchair Access"
266,Monday,7:30 pm,WEST VALLEY PARTICIPATION," 18355 ROSCOE BLVD NORTHRIDGE, CA 91325",18355 Roscoe Blvd,NORTHRIDGE,"Discussion, Open, Wheelchair Access"
267,Monday,7:30 pm,EAGLE ROCK GLENDALE ALUMNI," 1840 YOSEMITE DR EAGLE ROCK, CA 90041",1840 Yosemite Dr,EAGLE ROCK,"Open, Wheelchair Access"
268,Monday,7:30 pm,LACK OF DILEMMA," 1850 W SILVERLAKE DRIVE SILVERLAKE, CA 90026",1850 W Silver Lake Dr,SILVERLAKE,Open
269,Monday,7:30 pm,OPEN DOOR DISCUSION," 20121 DEVONSHIRE ST CHATSWORTH, CA 91311",20121 Devonshire St,CHATSWORTH,Closed
270,Monday,7:30 pm,WOODLAND HILLS B B STUDY," 21338 DUMETZ RD WOODLAND HILLS, CA 91364",21338 Dumetz Rd,WOODLAND HILLS,Closed
271,Monday,7:30 pm,STAYING IN THE NOW B B DISCUSION," 23388 MULHOLLAND DR WOODLAND HILLS, CA 91302",23388 Mulholland Dr,WOODLAND HILLS,Closed
272,Monday,7:30 pm,GD NWS 12 STP RECOVERY," 2400 W VERNON AVE CRENSHAW/LEIMERT PARK, CA 90008",3350 W Vernon Ave,CRENSHAW/LEIMERT PARK,"Discussion, Open, Sign Language, Speaker"
273,Monday,7:30 pm,MAGIC MOUNTAIN DISCUSION," 24901 ORCHARD VILLAGE RD VALENCIA, CA 91355",24901 Orchard Village Rd,VALENCIA,"Open, Wheelchair Access"
274,Monday,7:30 pm,THE PROMISES MEETING," 2700 MONTROSE AVE LA CRESCENTA, CA 91020",2700 Montrose Ave,LA CRESCENTA,"Closed, Discussion, Wheelchair Access"
275,Monday,7:30 pm,WE'RE STILL HERE," 2900 E DEL MAR BLVD PASADENA, CA 91107",2900 E Del Mar Blvd,PASADENA,"Discussion, Newcomer, Open, Speaker, Wheelchair Access"
276,Monday,7:30 pm,NEW VIEW," 3010 W 48TH ST CRENSHAW/LEIMERT PARK, CA 90043",3010 W 48th St,CRENSHAW/LEIMERT PARK,Open
277,Monday,7:30 pm,COURAGE TO CHANGE," 309 S OXFORD AVE KOREATOWN, CA 90020",309 S Oxford Ave,KOREATOWN,"Discussion, Newcomer, Open, Speaker, Young People"
278,Monday,7:30 pm,HOLLYWOOD RIVIERA GROUP," 330 PALOS VERDES BLVD REDONDO BEACH, CA 90277",330 Palos Verdes Blvd,REDONDO BEACH,"Closed, Wheelchair Access"
279,Monday,7:30 pm,," 3525 MARICOPA ST TORRANCE, CA 90503",3525 Maricopa St,TORRANCE,"Closed, Women"
280,Monday,7:30 pm,TRY GOD BIG BOOK," 3647 WATSEKA AVE PALMS, CA 90034",3647 Watseka Ave,PALMS,Open
281,Monday,7:30 pm,12 STEP STUDY," 4117 OVERLAND AVE CULVER CITY, CA 90230",4117 Overland Ave,CULVER CITY,"Big Book, Discussion, Open, Speaker, Wheelchair Access"
282,Monday,7:30 pm,SPIRITUAL SOLUTION STUDY BYOBB," 4117 OVERLAND AVE CULVER CITY, CA 90230",4117 Overland Ave,CULVER CITY,"Big Book, Open, Wheelchair Access"
283,Monday,7:30 pm,MONDAY NIGHT AT MIRIAM'S," 4419 INGLEWOOD BLVD CULVER WEST, CA 90066",4419 Inglewood Blvd,CULVER WEST,"Discussion, Open, Speaker"
284,Monday,7:30 pm,," 4445 NOBLE AVE SHERMAN OAKS, CA 91403",4445 Noble Ave,SHERMAN OAKS,"Men, Open"
285,Monday,7:30 pm,VISION FOR YOU," 5750 W OLYMPIC BLVD MIRACLE MILE, CA 90036",5750 W Olympic Blvd,MIRACLE MILE,Closed
286,Monday,7:30 pm,HIGHER POWER SPEAKER," 6006 LAUREL CANYON BL NORTH HOLLYWOOD, CA 91606",6006 Laurel Canyon Blvd,NORTH HOLLYWOOD,Open
287,Monday,7:30 pm,NO RUNNING IN TRUDGING LN," 601 S SAN PEDRO ST LOS ANGELES DOWNTOWN, CA 90012",601 San Pedro St,LOS ANGELES DOWNTOWN,"Open, Speaker"
288,Monday,7:30 pm,WESTCHSTER MON NIGHT SPEAKER," 6323 W 80TH ST WESTCHESTER, CA 90045",6323 W 80th St,WESTCHESTER,"Open, Speaker, Wheelchair Access"
289,Monday,7:30 pm,SPEAKER MEETING," 66 W DUARTE RD ARCADIA, CA 91007",66 W Duarte Rd,ARCADIA,"Open, Wheelchair Access"
290,Monday,7:30 pm,ANYTHING GOES," 6720 MELROSE AVE HOLLYWOOD, CA 90038",6720 Melrose Ave,HOLLYWOOD,"Discussion, LGBTQ, Open, Speaker, Wheelchair Access"
291,Monday,7:30 pm,BY THE BOOK - BOOK STUDY," 6838 SUNSET BLVD HOLLYWOOD, CA 90028",6838 Sunset Blvd,HOLLYWOOD,"Big Book, Closed, Discussion, Speaker, Wheelchair Access"
292,Monday,7:30 pm,," 725 CALIFORNIA AVE SANTA MONICA, CA 90403",725 California Ave,SANTA MONICA,"Closed, Men"
293,Monday,7:30 pm,PALISADES WRITER'S," 801 VIA DE LA PAZ PACIFIC PALISADES, CA 90272",801 Vía De La Paz,PACIFIC PALISADES,"Closed, Discussion, Speaker"
294,Monday,7:30 pm,12&12," 8441 E FLORENCE AVE DOWNEY, CA 90241",8441 E Florence Ave,DOWNEY,"Closed, Wheelchair Access"
295,Monday,7:30 pm,SOBER ON THE ROCK," 8701 FOOTHILL BLVD SUNLAND/SHADOW HILLS, CA 91040",8701 Foothill Blvd,SUNLAND/SHADOW HILLS,"Open, Speaker"
296,Monday,7:30 pm,SPEAKERS," 890 TOYOPA DRIVE PACIFIC PALISADES, CA 90272",890 Toyopa Dr,PACIFIC PALISADES,"Open, Speaker, Wheelchair Access"
297,Monday,7:30 pm,," 907 KNOB HILL AVE REDONDO BEACH, CA 90277",907 Knob Hill Ave,REDONDO BEACH,"Closed, Men"
298,Monday,7:30 pm,BELLFLOWER BIG BOOK GROUP," 9603 BELMONT ST BELLFLOWER, CA 90706",9603 Belmont St,BELLFLOWER,"Open, Speaker, Wheelchair Access"
299,Monday,8:00 pm,," 1 CHURCH RD THOUSAND OAKS, CA 91362",1 Church Rd,THOUSAND OAKS,"Closed, Men"
300,Monday,8:00 pm,," 1001 N ROWELL AVE MANHATTAN BEACH, CA 90266",1001 N Rowell Ave,MANHATTAN BEACH,"Closed, Men, Wheelchair Access"
301,Monday,8:00 pm,UNIT A OPEN DOOR DISCUSION," 10641 BURBANK BLVD NORTH HOLLYWOOD, CA 91601",10641 Burbank Blvd,NORTH HOLLYWOOD,Open
302,Monday,8:00 pm,MONDAY NIGHT OHIO," 11166 OHIO AVE WEST L A, CA 90025",11166 Ohio Ave,WEST L A,"Open, Wheelchair Access"
303,Monday,8:00 pm,BOOK STUDY," 11455 CHANDLER BLVD NORTH HOLLYWOOD, CA 91601",11455 Chandler Blvd,NORTH HOLLYWOOD,"Big Book, Open, Wheelchair Access"
304,Monday,8:00 pm,MONDAY NIGHT LIVE," 1161 E COVINA BL COVINA, CA 91724",1161 E Covina Blvd,COVINA,Open
305,Monday,8:00 pm,DISCUSSION," 12130 BIRCH AVE HAWTHORNE, CA 90250",12130 Birch Ave,HAWTHORNE,Open
306,Monday,8:00 pm,ECHO PARK A A," 1226 N ALVARADO ST SILVERLAKE, CA 90026",1226 N Alvarado St,SILVERLAKE,"Discussion, Open, Speaker"
307,Monday,8:00 pm,CENTRAL," 1233 E 4TH ST LONG BEACH, CA 90802",1233 W 4th St,LONG BEACH,"Discussion, Open, Wheelchair Access"
308,Monday,8:00 pm,MONDAY NIGHT MUMBLERS," 1316 LYNDON ST SOUTH PASADENA, CA 91030",1316 Lyndon St,SOUTH PASADENA,"Closed, Discussion"
309,Monday,8:00 pm,," 13627 VICTORY BLVD (REAR ENT) VAN NUYS, CA 91401",13627 Victory Blvd,VAN NUYS,"Men, Open"
310,Monday,8:00 pm,ENCINO HILLS MEETING," 14115 MAGNOLIA BL SHERMAN OAKS, CA 91423",14115 W Magnolia Blvd,SHERMAN OAKS,"Open, Speaker, Wheelchair Access"
311,Monday,8:00 pm,ASTORIA STREET DISCUSION," 14339 ASTORIA ST SYLMAR, CA 91342",14339 Astoria St,SYLMAR,Closed
312,Monday,8:00 pm,," 14401 DICKENS ST SHERMAN OAKS, CA 91423",14401 Dickens St,SHERMAN OAKS,"Closed, Women"
313,Monday,8:00 pm,," 14401 DICKENS ST SHERMAN OAKS, CA 91423",14401 Dickens St,SHERMAN OAKS,"Closed, Men"
314,Monday,8:00 pm,JUICY FRUITS B B STUDY," 160 N EL MOLINO AVE PASADENA, CA 91101",160 N El Molino Ave,PASADENA,"Big Book, LGBTQ, Open"
315,Monday,8:00 pm,PARTICIPATION," 1655 BERKELEY AVE POMONA, CA 91768",1655 Berkeley Ave,POMONA,Closed
316,Monday,8:00 pm,Unity Fellowship Group," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"Closed, LGBTQ, Speaker"
317,Monday,8:00 pm,MONDAY NIGHT KELTON," 1913 PURDUE AVE WEST L A, CA 90025",1913 Purdue Ave,WEST L A,"Discussion, Open, Speaker"
318,Monday,8:00 pm,," 22669 PACIFIC COAST HWY MALIBU, CA 90265",22669 Pacific Coast Hwy,MALIBU,"Discussion, Men, Open, Speaker, Wheelchair Access"
319,Monday,8:00 pm,HOME GROUP SPEAKER," 2540 E ORANGE GROVE BL PASADENA, CA 91107",2540 E Orange Grove Blvd,PASADENA,Open
320,Monday,8:00 pm,MONDAY NITE DISCUSION," 2560 HUNTINGTON DR SAN MARINO, CA 91108",2560 Huntington Dr,SAN MARINO,"Closed, Discussion, Wheelchair Access"
321,Monday,8:00 pm,," 2714 ST GEORGE ST SILVERLAKE, CA 90027",2714 St George St,SILVERLAKE,"Child-Friendly, Discussion, Open, Speaker, Women"
322,Monday,8:00 pm,," 2900 SUNSET BLVD SILVERLAKE, CA 90026",2900 Sunset Blvd,SILVERLAKE,"Big Book, Discussion, Men, Open, Speaker"
323,Monday,8:00 pm,BRUNSWICK PARTICIPATION," 2930 HYPERION AVE SILVERLAKE, CA 90027",2930 Hyperion Ave,SILVERLAKE,"Child-Friendly, Closed, Discussion"
324,Monday,8:00 pm,PARTICIPATION PODIUM," 3217 WINONA AVE BURBANK, CA 91504",3217 Winona Ave,BURBANK,"Discussion, Open, Wheelchair Access"
325,Monday,8:00 pm,CANDLELIGHT DISCUSSION," 3324 MALIBU CYN RD MALIBU, CA 90265",3324 Malibu Canyon Rd,MALIBU,"Closed, Discussion, Wheelchair Access"
326,Monday,8:00 pm,SOLUTIONS IN THE 12&12," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,Closed
